"track","duration_min","duration_category"
"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",4,"Medium (3-5 min)"
"Ennodu Nee Irundhaal",5,"Long (> 5 min)"
"Kun Faya Kun",7,"Long (> 5 min)"
"Tere Bina",5,"Long (> 5 min)"
"Teil 23 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Teil 10 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Teil 1 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Teil 4 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Teil 2 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Teil 3 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Teil 8 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Teil 5 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Teil 15 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Teil 7 - Das Geheimnis der Geisterinsel",3,"Medium (3-5 min)"
"Kesariya",4,"Medium (3-5 min)"
"Shayad",4,"Medium (3-5 min)"
"Kabira",3,"Medium (3-5 min)"
"Tum Se Hi",5,"Long (> 5 min)"
"Khairiyat",4,"Medium (3-5 min)"
"Tera Hone Laga Hoon",4,"Medium (3-5 min)"
"Deva Deva",4,"Medium (3-5 min)"
"Raabta",4,"Medium (3-5 min)"
"Kalank (Title Track)",5,"Long (> 5 min)"
"Bhool Bhulaiyaa 2 Title Track",3,"Medium (3-5 min)"
"Saibo",3,"Medium (3-5 min)"
"Pal",4,"Medium (3-5 min)"
"Rasiya",4,"Medium (3-5 min)"
"Param Sundari",3,"Medium (3-5 min)"
"Hasi - Female Version",3,"Medium (3-5 min)"
"Munbe Vaa",5,"Long (> 5 min)"
"Tujh Mein Rab Dikhta Hai - Ii",1,"Short (< 3 min)"
"Main Agar Kahoon",5,"Long (> 5 min)"
"Piya O Re Piya",4,"Medium (3-5 min)"
"Samjhawan",4,"Medium (3-5 min)"
"Another Brick in the Wall, Pt. 2",3,"Medium (3-5 min)"
"Wish You Were Here",5,"Long (> 5 min)"
"The Great Gig in the Sky",4,"Medium (3-5 min)"
"Comfortably Numb",6,"Long (> 5 min)"
"Money",6,"Long (> 5 min)"
"Breathe (In the Air)",2,"Short (< 3 min)"
"Time",6,"Long (> 5 min)"
"Hey You",4,"Medium (3-5 min)"
"Brain Damage",3,"Medium (3-5 min)"
"Us and Them",7,"Long (> 5 min)"
"Chop Suey!",3,"Medium (3-5 min)"
"Toxicity",3,"Medium (3-5 min)"
"Lonely Day",2,"Short (< 3 min)"
"Kung Fu Fighting",2,"Short (< 3 min)"
"Aerials",3,"Medium (3-5 min)"
"B.Y.O.B.",4,"Medium (3-5 min)"
"Sugar",2,"Short (< 3 min)"
"Violent Pornography",3,"Medium (3-5 min)"
"Hypnotize",3,"Medium (3-5 min)"
"Spiders",3,"Medium (3-5 min)"
"Prison Song",3,"Medium (3-5 min)"
"Y'all Want a Single",3,"Medium (3-5 min)"
"Basket Case",3,"Medium (3-5 min)"
"American Idiot",2,"Short (< 3 min)"
"Good Riddance (Time of Your Life)",2,"Short (< 3 min)"
"Wake Me up When September Ends",4,"Medium (3-5 min)"
"A.D.I.D.A.S.",2,"Short (< 3 min)"
"Boulevard of Broken Dreams",4,"Medium (3-5 min)"
"When I Come Around",2,"Short (< 3 min)"
"21 Guns",5,"Long (> 5 min)"
"Holiday",3,"Medium (3-5 min)"
"Holiday / Boulevard of Broken Dreams",8,"Long (> 5 min)"
"Brain Stew",3,"Medium (3-5 min)"
"Experience",5,"Long (> 5 min)"
"Nuvole Bianche",5,"Long (> 5 min)"
"Una Mattina",3,"Medium (3-5 min)"
"The Tree",3,"Medium (3-5 min)"
"Wind Song",3,"Medium (3-5 min)"
"Luminous",4,"Medium (3-5 min)"
"Temple White",4,"Medium (3-5 min)"
"Natural Light",5,"Long (> 5 min)"
"Primavera",7,"Long (> 5 min)"
"Rolling Like A Ball",4,"Medium (3-5 min)"
"Supermassive Black Hole",3,"Medium (3-5 min)"
"Uprising",5,"Long (> 5 min)"
"Starlight",4,"Medium (3-5 min)"
"Hysteria",3,"Medium (3-5 min)"
"Knights of Cydonia",6,"Long (> 5 min)"
"Time is Running Out",3,"Medium (3-5 min)"
"Madness",4,"Medium (3-5 min)"
"Psycho",5,"Long (> 5 min)"
"Plug in Baby",3,"Medium (3-5 min)"
"Undisclosed Desires",3,"Medium (3-5 min)"
"Dream On",4,"Medium (3-5 min)"
"Crazy",5,"Long (> 5 min)"
"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",4,"Medium (3-5 min)"
"Cryin'",5,"Long (> 5 min)"
"Walk This Way",3,"Medium (3-5 min)"
"Dude (Looks Like A Lady)",4,"Medium (3-5 min)"
"Sweet Emotion",4,"Medium (3-5 min)"
"Amazing",5,"Long (> 5 min)"
"Rag Doll",4,"Medium (3-5 min)"
"Janie's Got A Gun",5,"Long (> 5 min)"
"Duality",4,"Medium (3-5 min)"
"Before I Forget",4,"Medium (3-5 min)"
"Psychosocial",4,"Medium (3-5 min)"
"Custer",4,"Medium (3-5 min)"
"Wait and Bleed",2,"Short (< 3 min)"
"Unsainted",4,"Medium (3-5 min)"
"The Devil in I",5,"Long (> 5 min)"
"Snuff",4,"Medium (3-5 min)"
"The Dying Song (Time To Sing)",3,"Medium (3-5 min)"
"Vermilion, Pt. 2",3,"Medium (3-5 min)"
"Wonderwall - Remastered",4,"Medium (3-5 min)"
"Don't Look Back In Anger - Remastered",4,"Medium (3-5 min)"
"Stop Crying Your Heart Out",5,"Long (> 5 min)"
"P.S. I Love You",1,"Short (< 3 min)"
"Champagne Supernova - Remastered",7,"Long (> 5 min)"
"Live Forever - Remastered",4,"Medium (3-5 min)"
"Supersonic - Remastered",4,"Medium (3-5 min)"
"She's Electric - Remastered",3,"Medium (3-5 min)"
"Half The World Away - Remastered",4,"Medium (3-5 min)"
"Little Dark Age",4,"Medium (3-5 min)"
"Stand By Me - Remastered",5,"Long (> 5 min)"
"Songbird",2,"Short (< 3 min)"
"Paint It, Black",3,"Medium (3-5 min)"
"Start Me Up - Remastered 2009",3,"Medium (3-5 min)"
"Kids",5,"Long (> 5 min)"
"Just a Kiss - Horacio & Aaron Smith Remix",5,"Long (> 5 min)"
"(I Can't Get No) Satisfaction - Mono Version",3,"Medium (3-5 min)"
"Gimme Shelter",4,"Medium (3-5 min)"
"Sympathy For The Devil - 50th Anniversary Edition",6,"Long (> 5 min)"
"Beast Of Burden - Remastered 1994",4,"Medium (3-5 min)"
"Angie",4,"Medium (3-5 min)"
"Wild Horses - 2009 Mix",5,"Long (> 5 min)"
"Miss You - Remastered",4,"Medium (3-5 min)"
"You Can't Always Get What You Want",7,"Long (> 5 min)"
"Cornfield Chase",2,"Short (< 3 min)"
"Time",4,"Medium (3-5 min)"
"Main Titles (You’ve Been Called Back to Top Gun)",2,"Short (< 3 min)"
"Dancin (feat. Luvli) - Original Mix",7,"Long (> 5 min)"
"Day One (Interstellar Theme)",3,"Medium (3-5 min)"
"S.T.A.Y.",6,"Long (> 5 min)"
"Top Gun Anthem",2,"Short (< 3 min)"
"Mountains",3,"Medium (3-5 min)"
"This Land - From ""The Lion King""/Score",2,"Short (< 3 min)"
"Chevaliers De Sangreal - From The Da Vinci Code Original Motion Picture Soundtrack",4,"Medium (3-5 min)"
"First Step",1,"Short (< 3 min)"
"Change (In the House of Flies)",4,"Medium (3-5 min)"
"My Own Summer (Shove It)",3,"Medium (3-5 min)"
"Be Quiet and Drive (Far Away)",4,"Medium (3-5 min)"
"Sextape",4,"Medium (3-5 min)"
"Cherry Waves",5,"Long (> 5 min)"
"Rosemary",6,"Long (> 5 min)"
"Mascara",3,"Medium (3-5 min)"
"7 Words",3,"Medium (3-5 min)"
"Digital Bath",4,"Medium (3-5 min)"
"Coming Back Around",2,"Short (< 3 min)"
"Around the Fur",3,"Medium (3-5 min)"
"All The Small Things",2,"Short (< 3 min)"
"What's My Age Again?",2,"Short (< 3 min)"
"I Miss You",3,"Medium (3-5 min)"
"First Date",2,"Short (< 3 min)"
"EDGING",2,"Short (< 3 min)"
"Adam's Song",4,"Medium (3-5 min)"
"The Rock Show",2,"Short (< 3 min)"
"Feeling This",2,"Short (< 3 min)"
"Dammit",2,"Short (< 3 min)"
"Stay Together For The Kids",3,"Medium (3-5 min)"
"Could You Be Loved",3,"Medium (3-5 min)"
"Three Little Birds",3,"Medium (3-5 min)"
"Is This Love",3,"Medium (3-5 min)"
"Jamming",3,"Medium (3-5 min)"
"Buffalo Soldier",4,"Medium (3-5 min)"
"One Love / People Get Ready - Medley",2,"Short (< 3 min)"
"Redemption Song",3,"Medium (3-5 min)"
"Waiting In Vain",4,"Medium (3-5 min)"
"Natural Mystic",3,"Medium (3-5 min)"
"No Woman, No Cry - Live At The Lyceum, London/1975",7,"Long (> 5 min)"
"Starman - 2012 Remaster",4,"Medium (3-5 min)"
"Heroes - 2017 Remaster",6,"Long (> 5 min)"
"Rebel Rebel - 2016 Remaster",4,"Medium (3-5 min)"
"Space Oddity - 2015 Remaster",5,"Long (> 5 min)"
"Life on Mars? - 2015 Remaster",3,"Medium (3-5 min)"
"Let's Dance - 2018 Remaster",7,"Long (> 5 min)"
"Modern Love - 2018 Remaster",4,"Medium (3-5 min)"
"Changes - 2015 Remaster",3,"Medium (3-5 min)"
"Moonage Daydream - 2012 Remaster",4,"Medium (3-5 min)"
"Ziggy Stardust - 2012 Remaster",3,"Medium (3-5 min)"
"Livin' On A Prayer",4,"Medium (3-5 min)"
"You Give Love A Bad Name",3,"Medium (3-5 min)"
"It's My Life",3,"Medium (3-5 min)"
"Always",5,"Long (> 5 min)"
"Wanted Dead Or Alive",5,"Long (> 5 min)"
"Bed Of Roses",6,"Long (> 5 min)"
"Runaway",3,"Medium (3-5 min)"
"I'll Be There For You",5,"Long (> 5 min)"
"Bad Medicine",5,"Long (> 5 min)"
"Thank You For Loving Me",5,"Long (> 5 min)"
"Still D.R.E.",4,"Medium (3-5 min)"
"The Next Episode",2,"Short (< 3 min)"
"Forgot About Dre",3,"Medium (3-5 min)"
"What's The Difference",4,"Medium (3-5 min)"
"I Need A Doctor",4,"Medium (3-5 min)"
"Keep Their Heads Ringin'",5,"Long (> 5 min)"
"Xxplosive",3,"Medium (3-5 min)"
"Gospel (with Eminem)",3,"Medium (3-5 min)"
"The Watcher",3,"Medium (3-5 min)"
"Kush - Main",3,"Medium (3-5 min)"
"Have You Ever Seen The Rain",2,"Short (< 3 min)"
"Fortunate Son",2,"Short (< 3 min)"
"Bad Moon Rising",2,"Short (< 3 min)"
"Proud Mary",3,"Medium (3-5 min)"
"Down On The Corner",2,"Short (< 3 min)"
"Green River",2,"Short (< 3 min)"
"Electric Feel",3,"Medium (3-5 min)"
"Up Around The Bend",2,"Short (< 3 min)"
"Who'll Stop The Rain",2,"Short (< 3 min)"
"Lookin' Out My Back Door",2,"Short (< 3 min)"
"Born On The Bayou",5,"Long (> 5 min)"
"With Or Without You - Remastered",4,"Medium (3-5 min)"
"I Still Haven't Found What I'm Looking For",4,"Medium (3-5 min)"
"Time to Pretend",4,"Medium (3-5 min)"
"One",4,"Medium (3-5 min)"
"Beautiful Day",4,"Medium (3-5 min)"
"Sunday Bloody Sunday - Remastered 2008",4,"Medium (3-5 min)"
"Where The Streets Have No Name - Remastered",5,"Long (> 5 min)"
"Pride (In The Name Of Love) - Remastered 2009",3,"Medium (3-5 min)"
"Sweetest Thing",3,"Medium (3-5 min)"
"Vertigo",3,"Medium (3-5 min)"
"Pride (In The Name Of Love) - Songs Of Surrender",3,"Medium (3-5 min)"
"Party We Will Throw Now!",3,"Medium (3-5 min)"
"Music & Me",4,"Medium (3-5 min)"
"I Got Love",3,"Medium (3-5 min)"
"Shake That (Remix)",2,"Short (< 3 min)"
"So Fly - J. Period Remix",3,"Medium (3-5 min)"
"Ain't No Fun (feat. Snoop Dogg & Warren G) - J. Period Remix",1,"Short (< 3 min)"
"Nobody Does It Better",4,"Medium (3-5 min)"
"Your Wife (feat. Dr. Dre)",3,"Medium (3-5 min)"
"I Got Love (feat. Nate Dogg)",2,"Short (< 3 min)"
"Keep It G.A.N.G.S.T.A. (feat. Lil' Mo & Xzibit)",4,"Medium (3-5 min)"
"Besos En Guerra",3,"Medium (3-5 min)"
"Es Por Ti",4,"Medium (3-5 min)"
"506",3,"Medium (3-5 min)"
"Y, ¿Si Fuera Ella? - + Es +",4,"Medium (3-5 min)"
"La Camisa Negra",3,"Medium (3-5 min)"
"A Dios Le Pido",3,"Medium (3-5 min)"
"Nada Valgo Sin Tu Amor",3,"Medium (3-5 min)"
"Fotografía",3,"Medium (3-5 min)"
"Volverte A Ver",3,"Medium (3-5 min)"
"Para Tu Amor",4,"Medium (3-5 min)"
"Oye Mi Amor",4,"Medium (3-5 min)"
"Rayando El Sol",4,"Medium (3-5 min)"
"Clavado En Un Bar",5,"Long (> 5 min)"
"En El Muelle De San Blas",5,"Long (> 5 min)"
"Mi Verdad (feat. Shakira)",4,"Medium (3-5 min)"
"Te Lloré Un Río",3,"Medium (3-5 min)"
"Mariposa Traicionera",4,"Medium (3-5 min)"
"Eres Mi Religión",4,"Medium (3-5 min)"
"Bendita Tu Luz",4,"Medium (3-5 min)"
"Vivir Sin Aire",4,"Medium (3-5 min)"
"Bonkers",2,"Short (< 3 min)"
"Stayin Alive",4,"Medium (3-5 min)"
"Stayin' Alive",1,"Short (< 3 min)"
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",3,"Medium (3-5 min)"
"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",4,"Medium (3-5 min)"
"Night Fever - From ""Saturday Night Fever"" Soundtrack",3,"Medium (3-5 min)"
"To Love Somebody",3,"Medium (3-5 min)"
"More Than A Woman - SG's Paradise Edit",5,"Long (> 5 min)"
"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",4,"Medium (3-5 min)"
"Too Much Heaven",4,"Medium (3-5 min)"
"I Started A Joke",3,"Medium (3-5 min)"
"Uptown Girl",3,"Medium (3-5 min)"
"Vienna",3,"Medium (3-5 min)"
"When You Die",4,"Medium (3-5 min)"
"Birthday Sex",3,"Medium (3-5 min)"
"Piano Man",5,"Long (> 5 min)"
"We Didn't Start the Fire",4,"Medium (3-5 min)"
"She's Always a Woman",3,"Medium (3-5 min)"
"Just the Way You Are",4,"Medium (3-5 min)"
"Dancin - Remix Centerside",1,"Short (< 3 min)"
"My Life",4,"Medium (3-5 min)"
"It's Still Rock and Roll to Me",2,"Short (< 3 min)"
"Only the Good Die Young",3,"Medium (3-5 min)"
"Movin' Out (Anthony's Song)",3,"Medium (3-5 min)"
"Insane in the Brain",3,"Medium (3-5 min)"
"Hypnotize - 2014 Remaster",3,"Medium (3-5 min)"
"Big Poppa - 2005 Remaster",4,"Medium (3-5 min)"
"Juicy - 2005 Remaster",5,"Long (> 5 min)"
"Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster",4,"Medium (3-5 min)"
"Party And Bullshit",3,"Medium (3-5 min)"
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",4,"Medium (3-5 min)"
"Suicidal Thoughts - 2005 Remaster",2,"Short (< 3 min)"
"Notorious Thugs - 2014 Remaster",6,"Long (> 5 min)"
"Who Shot Ya? - 2005 Remaster",5,"Long (> 5 min)"
"Gimme the Loot - 2005 Remaster",4,"Medium (3-5 min)"
"El Perdón (with Enrique Iglesias)",3,"Medium (3-5 min)"
"Cuando Me Enamoro",3,"Medium (3-5 min)"
"SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)",3,"Medium (3-5 min)"
"Hero",4,"Medium (3-5 min)"
"DUELE EL CORAZON (feat. Wisin)",3,"Medium (3-5 min)"
"Bailando - Spanish Version",4,"Medium (3-5 min)"
"Experiencia Religiosa",5,"Long (> 5 min)"
"El Perdedor",3,"Medium (3-5 min)"
"Por Amarte",4,"Medium (3-5 min)"
"I Like It",3,"Medium (3-5 min)"
"The Way I Are",2,"Short (< 3 min)"
"Give It To Me",3,"Medium (3-5 min)"
"Apologize",3,"Medium (3-5 min)"
"If We Ever Meet Again (Featuring Katy Perry)",4,"Medium (3-5 min)"
"Carry Out (Featuring Justin Timberlake)",3,"Medium (3-5 min)"
"Say Something (Featuring Drake)",4,"Medium (3-5 min)"
"Bounce",4,"Medium (3-5 min)"
"Morning After Dark (Featuring Nelly Furtado & SoShy)",3,"Medium (3-5 min)"
"Toc Toc (feat. Timbaland)",2,"Short (< 3 min)"
"Corazón partío",5,"Long (> 5 min)"
"El Ultimo Adiós - Varios Artistas Version",3,"Medium (3-5 min)"
"Amiga mía",4,"Medium (3-5 min)"
"Un Beso en Madrid",2,"Short (< 3 min)"
"Deja Que Te Bese",4,"Medium (3-5 min)"
"Te lo agradezco, pero no (feat. Shakira)",4,"Medium (3-5 min)"
"Mi soledad y yo",4,"Medium (3-5 min)"
"Vocab - Refugees Hip Hop Remix",4,"Medium (3-5 min)"
"Himno A La Alegría",5,"Long (> 5 min)"
"La fuerza del corazón",5,"Long (> 5 min)"
"Desde cuando",3,"Medium (3-5 min)"
"I Wanna Dance with Somebody (Who Loves Me)",4,"Medium (3-5 min)"
"I Will Always Love You",4,"Medium (3-5 min)"
"I Have Nothing",4,"Medium (3-5 min)"
"Higher Love",3,"Medium (3-5 min)"
"Don't You Know - Live Bass Mix",8,"Long (> 5 min)"
"How Will I Know",3,"Medium (3-5 min)"
"How Will I Know",4,"Medium (3-5 min)"
"Greatest Love of All",4,"Medium (3-5 min)"
"My Love Is Your Love",4,"Medium (3-5 min)"
"Saving All My Love for You",3,"Medium (3-5 min)"
"Hits from the Bong",2,"Short (< 3 min)"
"When You Believe - from The Prince of Egypt",4,"Medium (3-5 min)"
"Hung Up",5,"Long (> 5 min)"
"Material Girl",4,"Medium (3-5 min)"
"Back That Up To The Beat - demo version",3,"Medium (3-5 min)"
"Frozen",2,"Short (< 3 min)"
"La Isla Bonita",4,"Medium (3-5 min)"
"Like a Prayer",5,"Long (> 5 min)"
"4 Minutes (feat. Justin Timberlake & Timbaland)",3,"Medium (3-5 min)"
"Like a Virgin",3,"Medium (3-5 min)"
"Back That Up To The Beat - sped up version",3,"Medium (3-5 min)"
"Papa Don't Preach",4,"Medium (3-5 min)"
"If I Ain't Got You",3,"Medium (3-5 min)"
"My Boo",3,"Medium (3-5 min)"
"No One",4,"Medium (3-5 min)"
"Girl on Fire",3,"Medium (3-5 min)"
"Empire State of Mind (Part II) Broken Down",3,"Medium (3-5 min)"
"Fallin'",3,"Medium (3-5 min)"
"City of Gods",4,"Medium (3-5 min)"
"No One - Acoustic",4,"Medium (3-5 min)"
"Un-thinkable (I'm Ready)",4,"Medium (3-5 min)"
"I'll Have To Say I Love You In A Song",2,"Short (< 3 min)"
"Underdog",3,"Medium (3-5 min)"
"You're Gonna Live Forever in Me",3,"Medium (3-5 min)"
"New Light",3,"Medium (3-5 min)"
"Slow Dancing in a Burning Room",4,"Medium (3-5 min)"
"Your Body Is a Wonderland",4,"Medium (3-5 min)"
"Waiting On the World to Change",3,"Medium (3-5 min)"
"All The Time (feat. Lil Wayne & Natasha Mosley)",4,"Medium (3-5 min)"
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4,"Medium (3-5 min)"
"Gravity",4,"Medium (3-5 min)"
"I Guess I Just Feel Like",4,"Medium (3-5 min)"
"XO",3,"Medium (3-5 min)"
"Last Train Home",3,"Medium (3-5 min)"
"Feel This Moment (feat. Christina Aguilera)",3,"Medium (3-5 min)"
"House Party",6,"Long (> 5 min)"
"El Ultimo Adiós - Varios Artistas Version",3,"Medium (3-5 min)"
"Say Something",3,"Medium (3-5 min)"
"Genie In a Bottle",3,"Medium (3-5 min)"
"Beautiful",3,"Medium (3-5 min)"
"Dirrty (feat. Redman)",4,"Medium (3-5 min)"
"This Christmas",4,"Medium (3-5 min)"
"Fighter",4,"Medium (3-5 min)"
"Candyman",3,"Medium (3-5 min)"
"Lady Marmalade - Single Edit",4,"Medium (3-5 min)"
"Vivir Mi Vida",4,"Medium (3-5 min)"
"Flor Pálida",4,"Medium (3-5 min)"
"De Vuelta Pa' La Vuelta",3,"Medium (3-5 min)"
"Impatient",4,"Medium (3-5 min)"
"Tu Amor Me Hace Bien - Salsa Version",5,"Long (> 5 min)"
"Y Hubo Alguien",6,"Long (> 5 min)"
"Qué Precio Tiene el Cielo - Salsa Version",5,"Long (> 5 min)"
"Y Cómo Es El",4,"Medium (3-5 min)"
"Parecen Viernes",4,"Medium (3-5 min)"
"Valió la Pena - Salsa Version",4,"Medium (3-5 min)"
"Hard To Love",3,"Medium (3-5 min)"
"Ahora Quien - Salsa Version",5,"Long (> 5 min)"
"Fuiste Tú (feat. Gaby Moreno)",4,"Medium (3-5 min)"
"El Problema",5,"Long (> 5 min)"
"La Mujer Que No Soñé",3,"Medium (3-5 min)"
"Pingüinos en la Cama",3,"Medium (3-5 min)"
"Minutos",4,"Medium (3-5 min)"
"One Beer",4,"Medium (3-5 min)"
"Historia de Taxi",6,"Long (> 5 min)"
"Cómo Duele",3,"Medium (3-5 min)"
"Desnuda",4,"Medium (3-5 min)"
"Mujeres",3,"Medium (3-5 min)"
"Acompáñame a Estar Solo",4,"Medium (3-5 min)"
"Signed, Sealed, Delivered (I'm Yours)",2,"Short (< 3 min)"
"I Just Called To Say I Love You",4,"Medium (3-5 min)"
"Superstition - Single Version",4,"Medium (3-5 min)"
"Hoe Cakes",3,"Medium (3-5 min)"
"What Christmas Means To Me",2,"Short (< 3 min)"
"For Once In My Life",2,"Short (< 3 min)"
"Sir Duke",3,"Medium (3-5 min)"
"You Are The Sunshine Of My Life",2,"Short (< 3 min)"
"Part-Time Lover",4,"Medium (3-5 min)"
"Someday At Christmas",2,"Short (< 3 min)"
"Isn't She Lovely",3,"Medium (3-5 min)"
"My Chick Bad",3,"Medium (3-5 min)"
"What's Your Fantasy (Featuring Shawna)",4,"Medium (3-5 min)"
"Act A Fool",4,"Medium (3-5 min)"
"How Low",3,"Medium (3-5 min)"
"Rollout (My Business)",4,"Medium (3-5 min)"
"Area Codes",5,"Long (> 5 min)"
"Money Maker",3,"Medium (3-5 min)"
"Get Back",4,"Medium (3-5 min)"
"Blueberry Yum Yum",3,"Medium (3-5 min)"
"Stand Up",3,"Medium (3-5 min)"
"Es un Secreto",3,"Medium (3-5 min)"
"¿por Que Te Demoras?",3,"Medium (3-5 min)"
"Guatauba",2,"Short (< 3 min)"
"Si No Le Contesto",3,"Medium (3-5 min)"
"Candy",3,"Medium (3-5 min)"
"Fanática Sensual",4,"Medium (3-5 min)"
"Suave (Remix)",5,"Long (> 5 min)"
"Fanática Sensual - Remix",4,"Medium (3-5 min)"
"Frikitona",3,"Medium (3-5 min)"
"Ella Fuma",4,"Medium (3-5 min)"
"Volví",3,"Medium (3-5 min)"
"Ella Y Yo - Featuring Don Omar",4,"Medium (3-5 min)"
"Obsesion",4,"Medium (3-5 min)"
"Dile al Amor",3,"Medium (3-5 min)"
"El Perdedor",3,"Medium (3-5 min)"
"Un Beso",4,"Medium (3-5 min)"
"El Malo",3,"Medium (3-5 min)"
"Los Infieles",4,"Medium (3-5 min)"
"Enseñame a Olvidar",5,"Long (> 5 min)"
"Mi Corazoncito",3,"Medium (3-5 min)"
"Yeah! (feat. Lil Jon & Ludacris)",4,"Medium (3-5 min)"
"DJ Got Us Fallin' In Love (feat. Pitbull)",3,"Medium (3-5 min)"
"My Boo",3,"Medium (3-5 min)"
"Memory I Don't Mess With",3,"Medium (3-5 min)"
"OMG (feat. will.i.am)",4,"Medium (3-5 min)"
"Love in This Club (feat. Young Jeezy)",4,"Medium (3-5 min)"
"U Remind Me",4,"Medium (3-5 min)"
"U Got It Bad",4,"Medium (3-5 min)"
"Burn",3,"Medium (3-5 min)"
"Come Thru (with Usher)",3,"Medium (3-5 min)"
"I Don't Dance",3,"Medium (3-5 min)"
"Confessions Part II",3,"Medium (3-5 min)"
"Un Millón de Primaveras",2,"Short (< 3 min)"
"Acá Entre Nos",3,"Medium (3-5 min)"
"Estos Celos",3,"Medium (3-5 min)"
"Mujeres Divinas",3,"Medium (3-5 min)"
"Boy",3,"Medium (3-5 min)"
"Hermoso Cariño",2,"Short (< 3 min)"
"La Diferencia",2,"Short (< 3 min)"
"Volver, Volver",2,"Short (< 3 min)"
"Qué de Raro Tiene",3,"Medium (3-5 min)"
"No Me Sé Rajar",2,"Short (< 3 min)"
"De Qué Manera Te Olvido",2,"Short (< 3 min)"
"Me Dediqué a Perderte",3,"Medium (3-5 min)"
"Inexperto En Olvidarte",3,"Medium (3-5 min)"
"El Ultimo Adiós - Varios Artistas Version",3,"Medium (3-5 min)"
"Sé Que Te Duele",3,"Medium (3-5 min)"
"Me Hace Tanto Bien",3,"Medium (3-5 min)"
"Mariposa Traicionera",4,"Medium (3-5 min)"
"Hoy Tengo Ganas De Ti",4,"Medium (3-5 min)"
"Canta Corazón",4,"Medium (3-5 min)"
"Caballero",3,"Medium (3-5 min)"
"Como Quien Pierde una Estrella",3,"Medium (3-5 min)"
"Buy U a Drank (Shawty Snappin') (feat. Yung Joc)",3,"Medium (3-5 min)"
"Bartender (feat. Akon)",3,"Medium (3-5 min)"
"I'm Sprung",3,"Medium (3-5 min)"
"Up Down (Do This All Day) (feat. B.o.B)",3,"Medium (3-5 min)"
"Me and Michael",4,"Medium (3-5 min)"
"I'm N Luv (Wit a Stripper) (feat. Mike Jones)",3,"Medium (3-5 min)"
"Best Love Song",3,"Medium (3-5 min)"
"Jerry Sprunger (with T-Pain)",3,"Medium (3-5 min)"
"Turn All the Lights On (feat. Ne-Yo)",3,"Medium (3-5 min)"
"Congratulations",3,"Medium (3-5 min)"
"Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy)",3,"Medium (3-5 min)"
"I Like Dat",4,"Medium (3-5 min)"
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",2,"Short (< 3 min)"
"Suite No. 3 in D Major, BWV 1068: II. Air",6,"Long (> 5 min)"
"Goldberg Variations, BWV 988: Aria",3,"Medium (3-5 min)"
"Weekend Wars",4,"Medium (3-5 min)"
"She Works Out Too Much",4,"Medium (3-5 min)"
"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",2,"Short (< 3 min)"
"Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)",5,"Long (> 5 min)"
"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude",2,"Short (< 3 min)"
"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano (arr. I. Friedman for piano)",2,"Short (< 3 min)"
"Overture (Suite) No. 2 in B Minor, BWV 1067: VII. Badinerie",1,"Short (< 3 min)"
"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)",3,"Medium (3-5 min)"
"Sheep May Safely Graze",4,"Medium (3-5 min)"
"Está Dañada",3,"Medium (3-5 min)"
"Sativa",4,"Medium (3-5 min)"
"Sunshine",3,"Medium (3-5 min)"
"Stay Ready (What A Life)",6,"Long (> 5 min)"
"While We're Young",3,"Medium (3-5 min)"
"The Worst",4,"Medium (3-5 min)"
"B.S. (feat. H.E.R.)",3,"Medium (3-5 min)"
"P*$$Y Fairy (OTW)",3,"Medium (3-5 min)"
"Blue Dream",3,"Medium (3-5 min)"
"Never Call Me",4,"Medium (3-5 min)"
"On The Way (feat. Mila J)",3,"Medium (3-5 min)"
"Agar Tum Saath Ho (From ""Tamasha"")",5,"Long (> 5 min)"
